"","party","answer","candidate_id","candidate_name","pct","pollster","state","harris","vote"
"1361","DEM","Harris",16661,"Kamala Harris",50,"YouGov","Pennsylvania",1,"yes"
"1362","REP","Trump",16651,"Donald Trump",50,"YouGov","Pennsylvania",0,"yes"
"1363","DEM","Harris",16661,"Kamala Harris",51,"YouGov","Wisconsin",1,"yes"
"1364","REP","Trump",16651,"Donald Trump",49,"YouGov","Wisconsin",0,"no"
"1365","DEM","Harris",16661,"Kamala Harris",47,"Siena/NYT","",1,"no"
"1366","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","",0,"no"
"1367","DEM","Harris",16661,"Kamala Harris",45,"Siena/NYT","",1,"no"
"1368","REP","Trump",16651,"Donald Trump",47,"Siena/NYT","",0,"no"
"1369","DEM","Harris",16661,"Kamala Harris",46,"Siena/NYT","",1,"no"
"1370","REP","Trump",16651,"Donald Trump",48,"Siena/NYT","",0,"no"
"1371","DEM","Harris",16661,"Kamala Harris",44,"Siena/NYT","",1,"no"
"1372","REP","Trump",16651,"Donald Trump",46,"Siena/NYT","",0,"no"
"1373","DEM","Harris",16661,"Kamala Harris",53,"Elway","Washington",1,"yes"
"1374","REP","Trump",16651,"Donald Trump",32,"Elway","Washington",0,"no"
"1375","DEM","Harris",16661,"Kamala Harris",46,"Virginia Commonwealth U.","Virginia",1,"no"
"1376","REP","Trump",16651,"Donald Trump",36,"Virginia Commonwealth U.","Virginia",0,"no"
"1377","DEM","Harris",16661,"Kamala Harris",49.4,"Virginia Commonwealth U.","Virginia",1,"no"
"1378","REP","Trump",16651,"Donald Trump",35.7,"Virginia Commonwealth U.","Virginia",0,"no"
"1379","DEM","Harris",16661,"Kamala Harris",50,"HarrisX/Harris Poll","",1,"yes"
"1380","REP","Trump",16651,"Donald Trump",50,"HarrisX/Harris Poll","",0,"yes"
"1381","DEM","Harris",16661,"Kamala Harris",49,"HarrisX/Harris Poll","",1,"no"
"1382","REP","Trump",16651,"Donald Trump",49,"HarrisX/Harris Poll","",0,"no"
"1383","DEM","Harris",16661,"Kamala Harris",50,"RMG Research","",1,"yes"
"1384","REP","Trump",16651,"Donald Trump",48,"RMG Research","",0,"no"
"1385","DEM","Harris",16661,"Kamala Harris",60.8,"Emerson","California",1,"yes"
"1386","REP","Trump",16651,"Donald Trump",38,"Emerson","California",0,"no"
"1387","DEM","Harris",16661,"Kamala Harris",47.6,"Emerson","Florida",1,"no"
"1388","REP","Trump",16651,"Donald Trump",51.1,"Emerson","Florida",0,"yes"
"1389","DEM","Harris",16661,"Kamala Harris",48,"Emerson","Texas",1,"no"
"1390","REP","Trump",16651,"Donald Trump",50.9,"Emerson","Texas",0,"yes"
"1391","DEM","Harris",16661,"Kamala Harris",44.7,"Emerson","Ohio",1,"no"
"1392","REP","Trump",16651,"Donald Trump",54.3,"Emerson","Ohio",0,"yes"
"1393","DEM","Harris",16661,"Kamala Harris",46,"TIPP","Arizona",1,"no"
"1394","REP","Trump",16651,"Donald Trump",45.9,"TIPP","Arizona",0,"no"
"1395","DEM","Harris",16661,"Kamala Harris",46.8,"TIPP","Arizona",1,"no"
"1396","REP","Trump",16651,"Donald Trump",46.7,"TIPP","Arizona",0,"no"
"1397","DEM","Harris",16661,"Kamala Harris",45.8,"TIPP","Arizona",1,"no"
"1398","REP","Trump",16651,"Donald Trump",45.8,"TIPP","Arizona",0,"no"
"1399","DEM","Harris",16661,"Kamala Harris",48,"TIPP","Arizona",1,"no"
"1400","REP","Trump",16651,"Donald Trump",47.8,"TIPP","Arizona",0,"no"
"1401","DEM","Harris",16661,"Kamala Harris",49,"Marist","",1,"no"
"1402","REP","Trump",16651,"Donald Trump",48,"Marist","",0,"no"
"1403","DEM","Harris",16661,"Kamala Harris",49,"Morning Consult","",1,"no"
"1404","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"1405","DEM","Harris",16661,"Kamala Harris",46.2,"Cygnal","",1,"no"
"1406","REP","Trump",16651,"Donald Trump",44.2,"Cygnal","",0,"no"
"1407","DEM","Harris",16661,"Kamala Harris",49,"Cygnal","",1,"no"
"1408","REP","Trump",16651,"Donald Trump",46.9,"Cygnal","",0,"no"
"1409","DEM","Harris",16661,"Kamala Harris",52,"Outward Intelligence","",1,"yes"
"1410","REP","Trump",16651,"Donald Trump",48,"Outward Intelligence","",0,"no"
"1411","DEM","Harris",16661,"Kamala Harris",50.5,"Outward Intelligence","",1,"yes"
"1412","REP","Trump",16651,"Donald Trump",44.6,"Outward Intelligence","",0,"no"
"1413","DEM","Harris",16661,"Kamala Harris",52,"Marquette Law School","Wisconsin",1,"yes"
"1414","REP","Trump",16651,"Donald Trump",48,"Marquette Law School","Wisconsin",0,"no"
"1415","DEM","Harris",16661,"Kamala Harris",52,"Marquette Law School","Wisconsin",1,"yes"
"1416","REP","Trump",16651,"Donald Trump",48,"Marquette Law School","Wisconsin",0,"no"
"1417","DEM","Harris",16661,"Kamala Harris",47,"Marquette Law School","Wisconsin",1,"no"
"1418","REP","Trump",16651,"Donald Trump",43,"Marquette Law School","Wisconsin",0,"no"
"1419","DEM","Harris",16661,"Kamala Harris",48,"Marquette Law School","Wisconsin",1,"no"
"1420","REP","Trump",16651,"Donald Trump",43,"Marquette Law School","Wisconsin",0,"no"
"1421","DEM","Harris",16661,"Kamala Harris",51.3,"Emerson","",1,"yes"
"1422","REP","Trump",16651,"Donald Trump",47.6,"Emerson","",0,"no"
"1423","DEM","Harris",16661,"Kamala Harris",49,"Morning Consult","",1,"no"
"1424","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"1425","DEM","Harris",16661,"Kamala Harris",44,"SurveyMonkey","",1,"no"
"1426","REP","Trump",16651,"Donald Trump",41,"SurveyMonkey","",0,"no"
"1427","DEM","Harris",16661,"Kamala Harris",39,"SurveyMonkey","",1,"no"
"1428","REP","Trump",16651,"Donald Trump",37,"SurveyMonkey","",0,"no"
"1429","DEM","Harris",16661,"Kamala Harris",48,"Kaiser Family Foundation","",1,"no"
"1430","REP","Trump",16651,"Donald Trump",47,"Kaiser Family Foundation","",0,"no"
"1431","DEM","Harris",16661,"Kamala Harris",47,"YouGov","",1,"no"
"1432","REP","Trump",16651,"Donald Trump",45,"YouGov","",0,"no"
"1433","DEM","Harris",16661,"Kamala Harris",48.8,"Patriot Polling","",1,"no"
"1434","REP","Trump",16651,"Donald Trump",47.3,"Patriot Polling","",0,"no"
"1435","DEM","Harris",16661,"Kamala Harris",47.9,"Patriot Polling","Pennsylvania",1,"no"
"1436","REP","Trump",16651,"Donald Trump",49,"Patriot Polling","Pennsylvania",0,"no"
"1437","DEM","Harris",16661,"Kamala Harris",48.4,"Patriot Polling","Michigan",1,"no"
"1438","REP","Trump",16651,"Donald Trump",47.6,"Patriot Polling","Michigan",0,"no"
"1439","DEM","Harris",16661,"Kamala Harris",47.9,"Patriot Polling","Wisconsin",1,"no"
"1440","REP","Trump",16651,"Donald Trump",47.7,"Patriot Polling","Wisconsin",0,"no"
"1441","DEM","Harris",16661,"Kamala Harris",47.5,"Patriot Polling","North Carolina",1,"no"
"1442","REP","Trump",16651,"Donald Trump",50,"Patriot Polling","North Carolina",0,"yes"
"1443","DEM","Harris",16661,"Kamala Harris",48.3,"Patriot Polling","Georgia",1,"no"
"1444","REP","Trump",16651,"Donald Trump",48.9,"Patriot Polling","Georgia",0,"no"
"1445","DEM","Harris",16661,"Kamala Harris",46.9,"Patriot Polling","Arizona",1,"no"
"1446","REP","Trump",16651,"Donald Trump",48.5,"Patriot Polling","Arizona",0,"no"
"1447","DEM","Harris",16661,"Kamala Harris",46.8,"Patriot Polling","Nevada",1,"no"
"1448","REP","Trump",16651,"Donald Trump",47,"Patriot Polling","Nevada",0,"no"
"1449","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","",1,"no"
"1450","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1451","DEM","Harris",16661,"Kamala Harris",50,"Morning Consult","",1,"yes"
"1452","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"1453","DEM","Harris",16661,"Kamala Harris",49.9,"Big Data Poll","",1,"no"
"1454","REP","Trump",16651,"Donald Trump",50.1,"Big Data Poll","",0,"yes"
"1455","DEM","Harris",16661,"Kamala Harris",48.3,"Big Data Poll","",1,"no"
"1456","REP","Trump",16651,"Donald Trump",47.2,"Big Data Poll","",0,"no"
"1457","DEM","Harris",16661,"Kamala Harris",46.7,"Big Data Poll","",1,"no"
"1458","REP","Trump",16651,"Donald Trump",46.9,"Big Data Poll","",0,"no"
"1459","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","",1,"no"
"1460","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1461","DEM","Harris",16661,"Kamala Harris",50,"Morning Consult","",1,"yes"
"1462","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1463","DEM","Harris",16661,"Kamala Harris",49,"Echelon Insights/GBAO","",1,"no"
"1464","REP","Trump",16651,"Donald Trump",46,"Echelon Insights/GBAO","",0,"no"
"1465","DEM","Harris",16661,"Kamala Harris",49,"Pew","",1,"no"
"1466","REP","Trump",16651,"Donald Trump",49,"Pew","",0,"no"
"1467","DEM","Harris",16661,"Kamala Harris",42,"Lake Research","Indiana",1,"no"
"1468","REP","Trump",16651,"Donald Trump",52,"Lake Research","Indiana",0,"yes"
"1469","DEM","Harris",16661,"Kamala Harris",50.8,"ActiVote","",1,"yes"
"1470","REP","Trump",16651,"Donald Trump",49.2,"ActiVote","",0,"no"
"1471","DEM","Harris",16661,"Kamala Harris",43,"SoCal Strategies","Ohio",1,"no"
"1472","REP","Trump",16651,"Donald Trump",52,"SoCal Strategies","Ohio",0,"yes"
"1473","DEM","Harris",16661,"Kamala Harris",43.1,"Cygnal","Alaska",1,"no"
"1474","REP","Trump",16651,"Donald Trump",53,"Cygnal","Alaska",0,"yes"
"1475","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","",1,"no"
"1476","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1477","DEM","Harris",16661,"Kamala Harris",50,"Morning Consult","",1,"yes"
"1478","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1479","DEM","Harris",16661,"Kamala Harris",46.8,"McLaughlin","",1,"no"
"1480","REP","Trump",16651,"Donald Trump",47.4,"McLaughlin","",0,"no"
"1481","DEM","Harris",16661,"Kamala Harris",47.3,"McLaughlin","",1,"no"
"1482","REP","Trump",16651,"Donald Trump",48.8,"McLaughlin","",0,"no"
"1483","DEM","Harris",16661,"Kamala Harris",45.4,"McLaughlin","",1,"no"
"1484","REP","Trump",16651,"Donald Trump",44.1,"McLaughlin","",0,"no"
"1485","DEM","Harris",16661,"Kamala Harris",46.6,"McLaughlin","",1,"no"
"1486","REP","Trump",16651,"Donald Trump",46.2,"McLaughlin","",0,"no"
"1487","DEM","Harris",16661,"Kamala Harris",47,"Cygnal","Michigan",1,"no"
"1488","REP","Trump",16651,"Donald Trump",46,"Cygnal","Michigan",0,"no"
"1489","DEM","Harris",16661,"Kamala Harris",46.5,"InsiderAdvantage","Nevada",1,"no"
"1490","REP","Trump",16651,"Donald Trump",47.9,"InsiderAdvantage","Nevada",0,"no"
"1491","DEM","Harris",16661,"Kamala Harris",48.4,"InsiderAdvantage","Arizona",1,"no"
"1492","REP","Trump",16651,"Donald Trump",48.6,"InsiderAdvantage","Arizona",0,"no"
"1493","DEM","Harris",16661,"Kamala Harris",48.4,"InsiderAdvantage","North Carolina",1,"no"
"1494","REP","Trump",16651,"Donald Trump",49.2,"InsiderAdvantage","North Carolina",0,"no"
"1495","DEM","Harris",16661,"Kamala Harris",48.3,"InsiderAdvantage","Georgia",1,"no"
"1496","REP","Trump",16651,"Donald Trump",47.6,"InsiderAdvantage","Georgia",0,"no"
"1497","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","",1,"no"
"1498","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1499","DEM","Harris",16661,"Kamala Harris",50,"Morning Consult","",1,"yes"
"1500","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"1501","DEM","Harris",16661,"Kamala Harris",39.9,"SoonerPoll.com","Oklahoma",1,"no"
"1502","REP","Trump",16651,"Donald Trump",56,"SoonerPoll.com","Oklahoma",0,"yes"
"1503","DEM","Harris",16661,"Kamala Harris",44,"YouGov","Texas",1,"no"
"1504","REP","Trump",16651,"Donald Trump",49,"YouGov","Texas",0,"no"
"1505","DEM","Harris",16661,"Kamala Harris",44,"YouGov","Texas",1,"no"
"1506","REP","Trump",16651,"Donald Trump",49,"YouGov","Texas",0,"no"
"1507","DEM","Harris",16661,"Kamala Harris",46.6,"ActiVote","Florida",1,"no"
"1508","REP","Trump",16651,"Donald Trump",53.4,"ActiVote","Florida",0,"yes"
"1509","DEM","Harris",16661,"Kamala Harris",45.5,"ActiVote","Texas",1,"no"
"1510","REP","Trump",16651,"Donald Trump",54.5,"ActiVote","Texas",0,"yes"
"1511","DEM","Harris",16661,"Kamala Harris",50,"ActiVote","North Carolina",1,"yes"
"1512","REP","Trump",16651,"Donald Trump",50,"ActiVote","North Carolina",0,"yes"
"1513","DEM","Harris",16661,"Kamala Harris",46.2,"Trafalgar Group","Wisconsin",1,"no"
"1514","REP","Trump",16651,"Donald Trump",47.3,"Trafalgar Group","Wisconsin",0,"no"
"1515","DEM","Harris",16661,"Kamala Harris",46.6,"Trafalgar Group","Michigan",1,"no"
"1516","REP","Trump",16651,"Donald Trump",47,"Trafalgar Group","Michigan",0,"no"
"1517","DEM","Harris",16661,"Kamala Harris",44.9,"Trafalgar Group","Pennsylvania",1,"no"
"1518","REP","Trump",16651,"Donald Trump",47,"Trafalgar Group","Pennsylvania",0,"no"
"1519","DEM","Harris",16661,"Kamala Harris",48,"TIPP","",1,"no"
"1520","REP","Trump",16651,"Donald Trump",45,"TIPP","",0,"no"
"1521","DEM","Harris",16661,"Kamala Harris",47,"TIPP","",1,"no"
"1522","REP","Trump",16651,"Donald Trump",43,"TIPP","",0,"no"
"1523","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","",1,"no"
"1524","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1525","DEM","Harris",16661,"Kamala Harris",49,"Morning Consult","",1,"no"
"1526","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"1527","DEM","Harris",16661,"Kamala Harris",56,"Gonzales Research & Media Services","Maryland",1,"yes"
"1528","REP","Trump",16651,"Donald Trump",35,"Gonzales Research & Media Services","Maryland",0,"no"
"1529","DEM","Harris",16661,"Kamala Harris",44,"Redfield & Wilton Strategies","",1,"no"
"1530","REP","Trump",16651,"Donald Trump",42,"Redfield & Wilton Strategies","",0,"no"
"1531","DEM","Harris",16661,"Kamala Harris",47,"Wick","Pennsylvania",1,"no"
"1532","REP","Trump",16651,"Donald Trump",48,"Wick","Pennsylvania",0,"no"
"1533","DEM","Harris",16661,"Kamala Harris",49,"Wick","Pennsylvania",1,"no"
"1534","REP","Trump",16651,"Donald Trump",49,"Wick","Pennsylvania",0,"no"
"1535","DEM","Harris",16661,"Kamala Harris",48,"SurveyUSA","Minnesota",1,"no"
"1536","REP","Trump",16651,"Donald Trump",43,"SurveyUSA","Minnesota",0,"no"
"1537","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","",1,"no"
"1538","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1539","DEM","Harris",16661,"Kamala Harris",49,"Morning Consult","",1,"no"
"1540","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"1541","DEM","Harris",16661,"Kamala Harris",37,"Global Strategy Group","Nebraska",1,"no"
"1542","REP","Trump",16651,"Donald Trump",54,"Global Strategy Group","Nebraska",0,"yes"
"1543","DEM","Harris",16661,"Kamala Harris",52.6,"Outward Intelligence","",1,"yes"
"1544","REP","Trump",16651,"Donald Trump",47.4,"Outward Intelligence","",0,"no"
"1545","DEM","Harris",16661,"Kamala Harris",49.5,"Outward Intelligence","",1,"no"
"1546","REP","Trump",16651,"Donald Trump",44.3,"Outward Intelligence","",0,"no"
"1547","DEM","Harris",16661,"Kamala Harris",41,"Fabrizio/David Binder Research","Montana",1,"no"
"1548","REP","Trump",16651,"Donald Trump",56,"Fabrizio/David Binder Research","Montana",0,"yes"
"1549","DEM","Harris",16661,"Kamala Harris",43,"Lake Research","Texas",1,"no"
"1550","REP","Trump",16651,"Donald Trump",51,"Lake Research","Texas",0,"yes"
"1551","DEM","Harris",16661,"Kamala Harris",44,"CNN/SSRS","Arizona",1,"no"
"1552","REP","Trump",16651,"Donald Trump",49,"CNN/SSRS","Arizona",0,"no"
"1553","DEM","Harris",16661,"Kamala Harris",48,"CNN/SSRS","Georgia",1,"no"
"1554","REP","Trump",16651,"Donald Trump",47,"CNN/SSRS","Georgia",0,"no"
"1555","DEM","Harris",16661,"Kamala Harris",48,"CNN/SSRS","Michigan",1,"no"
"1556","REP","Trump",16651,"Donald Trump",43,"CNN/SSRS","Michigan",0,"no"
"1557","DEM","Harris",16661,"Kamala Harris",48,"CNN/SSRS","Nevada",1,"no"
"1558","REP","Trump",16651,"Donald Trump",47,"CNN/SSRS","Nevada",0,"no"
"1559","DEM","Harris",16661,"Kamala Harris",47,"CNN/SSRS","Pennsylvania",1,"no"
"1560","REP","Trump",16651,"Donald Trump",47,"CNN/SSRS","Pennsylvania",0,"no"
"1561","DEM","Harris",16661,"Kamala Harris",50,"CNN/SSRS","Wisconsin",1,"yes"
"1562","REP","Trump",16651,"Donald Trump",44,"CNN/SSRS","Wisconsin",0,"no"
"1563","DEM","Harris",16661,"Kamala Harris",57.8,"ActiVote","Illinois",1,"yes"
"1564","REP","Trump",16651,"Donald Trump",42.2,"ActiVote","Illinois",0,"no"
"1565","DEM","Harris",16661,"Kamala Harris",36.9,"ActiVote","Tennessee",1,"no"
"1566","REP","Trump",16651,"Donald Trump",63.1,"ActiVote","Tennessee",0,"yes"
"1567","DEM","Harris",16661,"Kamala Harris",51,"RMG Research","",1,"yes"
"1568","REP","Trump",16651,"Donald Trump",48,"RMG Research","",0,"no"
"1569","DEM","Harris",16661,"Kamala Harris",46.9,"East Carolina University","North Carolina",1,"no"
"1570","REP","Trump",16651,"Donald Trump",47.6,"East Carolina University","North Carolina",0,"no"
"1571","DEM","Harris",16661,"Kamala Harris",43.5,"Glengariff Group Inc.","Michigan",1,"no"
"1572","REP","Trump",16651,"Donald Trump",44.7,"Glengariff Group Inc.","Michigan",0,"no"
"1573","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","",1,"no"
"1574","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1575","DEM","Harris",16661,"Kamala Harris",49,"Morning Consult","",1,"no"
"1576","REP","Trump",16651,"Donald Trump",46,"Morning Consult","",0,"no"
"1577","DEM","Harris",16661,"Kamala Harris",47.5,"Emerson","Arizona",1,"no"
"1578","REP","Trump",16651,"Donald Trump",51.2,"Emerson","Arizona",0,"yes"
"1579","DEM","Harris",16661,"Kamala Harris",51.2,"Emerson","Michigan",1,"yes"
"1580","REP","Trump",16651,"Donald Trump",47.6,"Emerson","Michigan",0,"no"
"1581","DEM","Harris",16661,"Kamala Harris",49.4,"Emerson","Nevada",1,"no"
"1582","REP","Trump",16651,"Donald Trump",48.8,"Emerson","Nevada",0,"no"
"1583","DEM","Harris",16661,"Kamala Harris",49.4,"Emerson","Pennsylvania",1,"no"
"1584","REP","Trump",16651,"Donald Trump",49.4,"Emerson","Pennsylvania",0,"no"
"1585","DEM","Harris",16661,"Kamala Harris",49.1,"Emerson","Wisconsin",1,"no"
"1586","REP","Trump",16651,"Donald Trump",49.8,"Emerson","Wisconsin",0,"no"
"1587","DEM","Harris",16661,"Kamala Harris",49,"Emerson","North Carolina",1,"no"
"1588","REP","Trump",16651,"Donald Trump",49.9,"Emerson","North Carolina",0,"no"
"1589","DEM","Harris",16661,"Kamala Harris",50.1,"Emerson","Georgia",1,"yes"
"1590","REP","Trump",16651,"Donald Trump",49,"Emerson","Georgia",0,"no"
"1591","DEM","Harris",16661,"Kamala Harris",47.6,"Suffolk","",1,"no"
"1592","REP","Trump",16651,"Donald Trump",43.3,"Suffolk","",0,"no"
"1593","DEM","Harris",16661,"Kamala Harris",44,"Redfield & Wilton Strategies","North Carolina",1,"no"
"1594","REP","Trump",16651,"Donald Trump",45,"Redfield & Wilton Strategies","North Carolina",0,"no"
"1595","DEM","Harris",16661,"Kamala Harris",45,"Redfield & Wilton Strategies","Arizona",1,"no"
"1596","REP","Trump",16651,"Donald Trump",46,"Redfield & Wilton Strategies","Arizona",0,"no"
"1597","DEM","Harris",16661,"Kamala Harris",43,"Redfield & Wilton Strategies","Florida",1,"no"
"1598","REP","Trump",16651,"Donald Trump",48,"Redfield & Wilton Strategies","Florida",0,"no"
"1599","DEM","Harris",16661,"Kamala Harris",42,"Redfield & Wilton Strategies","Georgia",1,"no"
"1600","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","Georgia",0,"no"
"1601","DEM","Harris",16661,"Kamala Harris",47,"Redfield & Wilton Strategies","Michigan",1,"no"
"1602","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","Michigan",0,"no"
"1603","DEM","Harris",16661,"Kamala Harris",51,"Redfield & Wilton Strategies","Minnesota",1,"yes"
"1604","REP","Trump",16651,"Donald Trump",42,"Redfield & Wilton Strategies","Minnesota",0,"no"
"1605","DEM","Harris",16661,"Kamala Harris",47,"Redfield & Wilton Strategies","Nevada",1,"no"
"1606","REP","Trump",16651,"Donald Trump",47,"Redfield & Wilton Strategies","Nevada",0,"no"
"1607","DEM","Harris",16661,"Kamala Harris",47,"Redfield & Wilton Strategies","New Mexico",1,"no"
"1608","REP","Trump",16651,"Donald Trump",40,"Redfield & Wilton Strategies","New Mexico",0,"no"
"1609","DEM","Harris",16661,"Kamala Harris",46,"Redfield & Wilton Strategies","Pennsylvania",1,"no"
"1610","REP","Trump",16651,"Donald Trump",45,"Redfield & Wilton Strategies","Pennsylvania",0,"no"
"1611","DEM","Harris",16661,"Kamala Harris",48,"Redfield & Wilton Strategies","Wisconsin",1,"no"
"1612","REP","Trump",16651,"Donald Trump",44,"Redfield & Wilton Strategies","Wisconsin",0,"no"
"1613","DEM","Harris",16661,"Kamala Harris",47,"Fabrizio/GBAO","",1,"no"
"1614","REP","Trump",16651,"Donald Trump",45,"Fabrizio/GBAO","",0,"no"
"1615","DEM","Harris",16661,"Kamala Harris",48,"Fabrizio/GBAO","",1,"no"
"1616","REP","Trump",16651,"Donald Trump",47,"Fabrizio/GBAO","",0,"no"
"1617","DEM","Harris",16661,"Kamala Harris",42.2,"Big Village","",1,"no"
"1618","REP","Trump",16651,"Donald Trump",37,"Big Village","",0,"no"
"1619","DEM","Harris",16661,"Kamala Harris",45.3,"Big Village","",1,"no"
"1620","REP","Trump",16651,"Donald Trump",40.4,"Big Village","",0,"no"
"1621","DEM","Harris",16661,"Kamala Harris",47.9,"Big Village","",1,"no"
"1622","REP","Trump",16651,"Donald Trump",41.3,"Big Village","",0,"no"
"1623","DEM","Harris",16661,"Kamala Harris",45.1,"Big Village","",1,"no"
"1624","REP","Trump",16651,"Donald Trump",39.4,"Big Village","",0,"no"
"1625","DEM","Harris",16661,"Kamala Harris",48.4,"Big Village","",1,"no"
"1626","REP","Trump",16651,"Donald Trump",42.4,"Big Village","",0,"no"
"1627","DEM","Harris",16661,"Kamala Harris",50.4,"Big Village","",1,"yes"
"1628","REP","Trump",16651,"Donald Trump",43.2,"Big Village","",0,"no"
"1629","DEM","Harris",16661,"Kamala Harris",51,"Clarity","",1,"yes"
"1630","REP","Trump",16651,"Donald Trump",45,"Clarity","",0,"no"
"1631","DEM","Harris",16661,"Kamala Harris",57,"Clarity","",1,"yes"
"1632","DEM","Harris",16661,"Kamala Harris",44,"Ipsos","",1,"no"
"1633","REP","Trump",16651,"Donald Trump",40,"Ipsos","",0,"no"
"1634","DEM","Harris",16661,"Kamala Harris",41,"Ipsos","",1,"no"
"1635","REP","Trump",16651,"Donald Trump",38,"Ipsos","",0,"no"
"1636","DEM","Harris",16661,"Kamala Harris",45,"Ipsos","",1,"no"
"1637","REP","Trump",16651,"Donald Trump",41,"Ipsos","",0,"no"
"1638","DEM","Harris",16661,"Kamala Harris",40,"Ipsos","",1,"no"
"1639","REP","Trump",16651,"Donald Trump",36,"Ipsos","",0,"no"
"1640","DEM","Harris",16661,"Kamala Harris",50.1,"ActiVote","Michigan",1,"yes"
"1641","REP","Trump",16651,"Donald Trump",49.9,"ActiVote","Michigan",0,"no"
"1642","DEM","Harris",16661,"Kamala Harris",46,"SoCal Strategies","North Carolina",1,"no"
"1643","REP","Trump",16651,"Donald Trump",50,"SoCal Strategies","North Carolina",0,"yes"
"1644","DEM","Harris",16661,"Kamala Harris",49,"Quantus Polls and News","",1,"no"
"1645","REP","Trump",16651,"Donald Trump",47,"Quantus Polls and News","",0,"no"
"1646","DEM","Harris",16661,"Kamala Harris",47,"YouGov","",1,"no"
"1647","REP","Trump",16651,"Donald Trump",45,"YouGov","",0,"no"
"1648","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","",1,"no"
"1649","REP","Trump",16651,"Donald Trump",44,"Morning Consult","",0,"no"
"1650","DEM","Harris",16661,"Kamala Harris",49,"Morning Consult","",1,"no"
"1651","REP","Trump",16651,"Donald Trump",45,"Morning Consult","",0,"no"
"1652","DEM","Harris",16661,"Kamala Harris",49,"Quinnipiac","",1,"no"
"1653","REP","Trump",16651,"Donald Trump",47,"Quinnipiac","",0,"no"
"1654","DEM","Harris",16661,"Kamala Harris",49,"Quinnipiac","",1,"no"
"1655","REP","Trump",16651,"Donald Trump",48,"Quinnipiac","",0,"no"
"1656","DEM","Harris",16661,"Kamala Harris",49,"Morning Consult","Arizona",1,"no"
"1657","REP","Trump",16651,"Donald Trump",47,"Morning Consult","Arizona",0,"no"
"1658","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","Arizona",1,"no"
"1659","REP","Trump",16651,"Donald Trump",48,"Morning Consult","Arizona",0,"no"
"1660","DEM","Harris",16661,"Kamala Harris",49,"Morning Consult","Arizona",1,"no"
"1661","REP","Trump",16651,"Donald Trump",47,"Morning Consult","Arizona",0,"no"
"1662","DEM","Harris",16661,"Kamala Harris",48,"Morning Consult","Arizona",1,"no"
"1663","REP","Trump",16651,"Donald Trump",48,"Morning Consult","Arizona",0,"no"
"1664","DEM","Harris",16661,"Kamala Harris",50,"Ipsos","",1,"yes"
"1665","REP","Trump",16651,"Donald Trump",46,"Ipsos","",0,"no"
"1666","DEM","Harris",16661,"Kamala Harris",50,"Ipsos","",1,"yes"
"1667","REP","Trump",16651,"Donald Trump",46,"Ipsos","",0,"no"
"1668","DEM","Harris",16661,"Kamala Harris",52,"Ipsos","",1,"yes"
"1669","REP","Trump",16651,"Donald Trump",46,"Ipsos","",0,"no"
"1670","DEM","Harris",16661,"Kamala Harris",49,"Ipsos","",1,"no"
"1671","REP","Trump",16651,"Donald Trump",45,"Ipsos","",0,"no"
"1672","DEM","Harris",16661,"Kamala Harris",50,"Ipsos","",1,"yes"
"1673","REP","Trump",16651,"Donald Trump",45,"Ipsos","",0,"no"
"1674","DEM","Harris",16661,"Kamala Harris",37,"SurveyUSA","Nebraska",1,"no"
"1675","REP","Trump",16651,"Donald Trump",54,"SurveyUSA","Nebraska",0,"yes"
"1676","DEM","Harris",16661,"Kamala Harris",47,"SurveyUSA","Nebraska CD-2",1,"no"
"1677","REP","Trump",16651,"Donald Trump",42,"SurveyUSA","Nebraska CD-2",0,"no"
